"Season","TeamName","Off_1","RankOff_1","Off_2","RankOff_2","Off_3","RankOff_3","Def_1","RankDef_1","Def_2","RankDef_2","Def_3","RankDef_3"
2019,"Oregon",18.141592920354,213,49.6681415929204,166,32.1902654867257,164,20.1310303752233,94,45.7415128052412,290,34.1274568195354,105
2019,"Oregon St.",19.284940411701,152,53.7378114842904,56,26.9772481040087,300,18.3294663573086,195,47.9118329466357,234,33.7587006960557,117
2019,"Pacific",24.2898550724638,4,49.2753623188406,177,26.4347826086957,308,21.1074561403509,63,43.859649122807,322,35.0328947368421,83
2019,"Penn",15.6361474435196,317,47.8002378121284,226,36.563614744352,68,15.9926470588235,312,59.1911764705882,2,24.8161764705882,340
2019,"Penn St.",18.7673514714048,184,50.4164353137146,129,30.8162132148806,208,18.8333333333333,167,50.6666666666667,126,30.5,220
2019,"Pepperdine",20.2274975272008,105,44.0158259149357,317,35.7566765578635,81,18.5148514851485,184,51.1881188118812,105,30.2970297029703,228
2019,"Pittsburgh",23.6289082521784,12,48.077908764736,213,28.2931829830856,269,19.5698924731183,112,47.2043010752688,259,33.2258064516129,129
2019,"Portland",21.7785843920145,41,45.7350272232305,287,32.486388384755,157,19.2446973616141,135,47.6978789446456,243,33.0574236937403,138
2019,"Portland St.",22.2091656874266,28,49.2361927144536,182,28.5546415981199,261,22.3451327433628,36,50.4424778761062,139,27.212389380531,312
2019,"Prairie View A&M",22.1652421652422,30,53.2193732193732,71,24.6153846153846,331,24.9862410566868,5,49.7523390203632,169,25.2614199229499,335
2019,"Presbyterian",18.6422976501305,189,40.9399477806788,347,40.4177545691906,13,18.4029613960867,191,45.9016393442623,288,35.695399259651,63
2019,"Princeton",19.5972114639814,137,48.7993803253292,195,31.6034082106894,181,18.0669144981413,220,51.5985130111524,91,30.3345724907063,227
2019,"Providence",22.1761658031088,29,49.8445595854922,157,27.979274611399,278,19.4548369855692,118,50.5611972207376,133,29.9839657936932,241
2019,"Purdue",16.6666666666667,280,43.574297188755,323,39.7590361445783,19,18.6431014823261,176,43.8996579247434,321,37.4572405929304,30
2019,"Purdue Fort Wayne",14.7494033412888,329,46.3007159904535,273,38.9498806682578,31,14.0009492168961,346,50.688182249644,125,35.3108685334599,74
2019,"Quinnipiac",20.0729927007299,109,35.9749739311783,353,43.9520333680918,4,14.096449390567,345,53.3121356650768,46,32.5914149443561,148
2019,"Radford",15.9428571428571,303,48.9142857142857,193,35.1428571428571,87,17.3444976076555,259,44.2583732057416,314,38.3971291866029,15
2019,"Rhode Island",22.2681630242174,26,56.8222090962788,13,20.9096278795038,352,20.0474495848161,96,50.0593119810202,152,29.8932384341637,244
2019,"Rice",20.0217037438958,114,44.1671188279978,315,35.8111774281063,78,17.5963488843813,238,50.6085192697769,129,31.7951318458418,169
2019,"Richmond",15.8756137479542,309,51.7184942716858,107,32.4058919803601,159,15.2921900600765,324,53.0857454942654,53,31.6220644456581,180
2019,"Rider",20.3513909224012,96,53.294289897511,68,26.3543191800878,309,18.3126550868486,196,46.2531017369727,281,35.4342431761787,66
2019,"Robert Morris",19.3325661680092,149,48.5615650172612,201,32.1058688147296,166,22.2470653996646,39,49.4130799329234,179,28.339854667412,284
2019,"Rutgers",17.1803652968037,254,54.9086757990868,32,27.9109589041096,279,16.6948674562888,286,47.941342357586,232,35.3637901861252,71
2019,"SIU Edwardsville",20.8541320022185,80,52.024403771492,95,27.1214642262895,295,20.7083128381702,71,50.0737825873094,151,29.2179045745204,270
2019,"SMU",15.91770438549,305,49.4856524093124,173,34.5966432051976,103,17.5448755066589,244,45.9756803705848,286,36.4794441227562,49
2019,"Sacramento St.",19.3570451436388,148,59.5075239398085,1,21.1354309165527,351,21.2,60,47.6,249,31.2,191
2019,"Sacred Heart",21.7821782178218,39,50.0707213578501,147,28.1471004243281,276,17.5568973525314,243,49.4194147700883,178,33.0236878773804,139
2019,"Saint Joseph's",18.6637217007178,187,43.7327443401436,319,37.6035339591386,51,15.270413573701,326,44.644750795334,305,40.084835630965,9
2019,"Saint Louis",21.4367816091954,48,52.8735632183908,78,25.6896551724138,315,20.4463208685163,80,50.7840772014475,122,28.7696019300362,275
2019,"Saint Mary's",17.4079387852702,249,51.7455762792922,106,30.8464849354376,207,18.304535637149,197,55.939524838013,14,25.755939524838,332
2019,"Saint Peter's",20.8722741433022,79,51.0903426791277,117,28.0373831775701,277,22.0807969009408,44,42.7227448810183,342,35.196458218041,77
2019,"Sam Houston St.",16.366802089379,288,45.8502611723738,284,37.7829367382472,46,23.8643246517262,15,46.5172622652938,277,29.61841308298,253
2019,"Samford",18.3105238319962,208,51.81689476168,101,29.8725814063237,230,16.5841584158416,293,46.1386138613861,283,37.2772277227723,34
2019,"San Diego",18.5166240409207,197,49.7186700767263,164,31.7647058823529,177,20.5018686599039,78,54.3513080619327,26,25.1468232781634,336
2019,"San Diego St.",20.4595185995624,95,49.0153172866521,191,30.5251641137856,217,18.8657407407407,166,44.6759259259259,303,36.4583333333333,50
2019,"San Francisco",15.8054711246201,312,51.9756838905775,96,32.2188449848024,162,17.6231884057971,235,55.768115942029,15,26.6086956521739,320
2019,"San Jose St.",19.7127937336815,132,50.9138381201044,120,29.3733681462141,242,13.5064935064935,349,45.8181818181818,289,40.6753246753247,6
2019,"Santa Clara",18.7358916478555,185,47.4040632054176,237,33.8600451467269,120,20.2477113624125,89,53.4194938072159,43,26.3327948303716,326
2019,"Savannah St.",14.6701846965699,330,40.2110817941953,349,45.1187335092348,2,17.3501577287066,258,49.1212257773772,190,33.5286164939162,121
2019,"Seattle",20.6755969714619,88,49.6214327315084,167,29.7029702970297,236,23.5045317220544,21,48.5800604229607,208,27.9154078549849,298
2019,"Seton Hall",19.2087454450807,154,52.3685580426861,84,28.4226965122332,264,18.544474393531,182,48.5175202156334,211,32.8301886792453,144
2019,"Siena",13.6058230683091,347,45.2407614781635,297,41.1534154535274,11,15.1416122004357,333,53.1590413943355,50,31.6993464052288,176
2019,"South Alabama",17.9814385150812,221,47.215777262181,242,34.8027842227378,99,20.4058624577227,84,50.5073280721533,135,29.086809470124,272
2019,"South Carolina",19.9674443841563,119,49.267498643516,179,30.7650569723277,211,22.5066666666667,32,45.6533333333333,292,31.84,168
2019,"South Carolina St.",24.0182128628344,5,51.9066590779738,99,24.0751280591918,335,20.5153617443013,77,48.5629335976214,210,30.9217046580773,207
2019,"South Dakota",21.0334346504559,67,46.6869300911854,264,32.2796352583587,160,20.4918032786885,79,50,155,29.5081967213115,255
2019,"South Dakota St.",17.0598146588037,260,46.1668070766639,275,36.7733782645324,64,13.958028306491,347,43.7286481210347,326,42.3133235724744,2
2019,"South Florida",24.4774477447745,2,47.3047304730473,239,28.2178217821782,273,24.200362100181,11,46.8316234158117,268,28.9680144840072,273
2019,"Southeast Missouri St.",16.1538461538462,297,48.9010989010989,194,34.9450549450549,93,19.021190716448,148,49.0413723511604,194,31.9374369323915,164
2019,"Southeastern Louisiana",20.8973570989551,77,46.0971112476951,279,33.0055316533497,140,22.5863077823288,31,52.3112931538912,74,25.10239906378,337
2019,"Southern",19.2069392812887,155,55.5142503097893,25,25.2788104089219,323,24.4502617801047,7,48.6910994764398,203,26.8586387434555,315
2019,"Southern Illinois",17.3935890698896,250,52.9689963215975,74,29.6374146085129,237,15.1918976545842,331,48.1876332622601,226,36.6204690831556,47
